Column1;audienceRating;Genre;criticRating;timeMin;grossMillions;Movie;Vote;Budget;Year;Profit
2034;68;Drama;64;84;42;Interview;12613;2985;2007;-2943
3612;78;Documentary;76;107;42;Sound City;10810;26892;2013;-26850
4293;61;Comedy;58;98;42;A Hologram for the King;30391;9560;2016;-9518
362;72;Drama;75;98;41;Danny Balint;32778;14177;2001;-14136
483;63;Drama;56;88;41;CQ;4270;6274;2001;-6233
615;68;Comedy;41;101;41;Spun;33603;7480;2002;-7439
1204;69;Animation;66;126;41;Steamboy;14718;28114;2004;-28073
1697;78;Drama;78;120;41;After the Wedding;27883;11242;2006;-11201
2274;57;Comedy;51;86;41;The Promotion;17080;25425;2008;-25384
2779;62;Comedy;48;108;41;I'm Still Here;17261;8084;2010;-8043
3052;66;Drama;67;85;41;Sound of My Voice;18059;24344;2011;-24303
3303;72;Drama;82;103;41;Hijacking;13751;3628;2012;-3587
3786;68;Crime;73;109;41;Cold in July: Juillet de sang;29232;9680;2014;-9639
2894;72;Drama;72;101;40;Shame;160447;10572;2011;-10532
609;73;Comedy;65;122;39;L'auberge espagnole;36190;6474;2002;-6435
1861;75;Biography;68;160;39;L'assassinat de Jesse James par le lâche Robert Ford;148160;13166;2007;-13127
2795;62;Comedy;72;98;39;Tiny Furniture;12844;2949;2010;-2910
3562;64;Crime;74;96;39;Les amants du Texas;18020;28544;2013;-28505
4386;68;Biography;65;111;39;A United Kingdom;8509;21609;2016;-21570
337;65;Horror;58;100;38;Session 9;47156;27518;2001;-27480
488;68;Comedy;49;104;38;Scotland, Pa.;3989;29407;2001;-29369
713;72;Crime;67;101;38;Better Luck Tomorrow;8250;22988;2002;-22950
1231;76;Drama;76;117;38;Brødre;9992;3194;2004;-3156
1454;76;Comedy;52;84;38;Little Manhattan;20085;16961;2005;-16923
1477;64;Crime;29;96;38;The Quiet;14034;18804;2005;-18766
2717;71;Comedy;45;106;38;Hesher;46485;15960;2010;-15922
3237;38;Comedy;24;83;38;Piranha 3DD;34429;9523;2012;-9485
3296;68;Drama;71;81;38;Smashed;14804;4611;2012;-4573
4133;78;Comedy;82;112;38;Une seconde mère;9286;24582;2015;-24544
947;50;Drama;51;93;37;The Brown Bunny;12250;25379;2003;-25342
1010;74;Biography;75;109;37;How to Get the Man's Foot Outta Your Ass;4407;23968;2003;-23931
1245;70;Comedy;33;97;37;Le prince de Greenwich Village;7975;10607;2004;-10570
1256;53;Comedy;28;138;37;She Hate Me;6647;3971;2004;-3934
1489;71;Comedy;62;84;37;Conversation(s) avec une femme;10776;23542;2005;-23505
1530;56;Action;33;93;37;Shadowboxer;6190;19743;2005;-19706
2050;70;Drama;57;124;37;Nothing Is Private;10730;1782;2007;-1745
2462;73;Drama;81;123;37;Fish Tank;52009;20791;2009;-20754
2572;69;Drama;85;93;37;Lebanon;10019;15051;2009;-15014
3501;69;Crime;74;117;37;Joe;39811;14320;2013;-14283
972;59;Crime;56;103;36;Seule la mort peut m'arrêter;7805;5807;2003;-5771
1237;64;Drama;61;100;36;Enduring Love;9215;24840;2004;-24804
3092;59;Comedy;46;90;36;Love Next Door;11170;29123;2011;-29087
3511;62;Biography;51;93;36;Lovelace;33781;19055;2013;-19019
3609;76;Drama;75;96;36;Omar;11074;1069;2013;-1033
4370;68;Comedy;76;117;36;Their Finest;10185;19282;2016;-19246
4553;53;Action;50;107;36;Gong fu yu jia;5203;21404;2017;-21368
195;69;Comedy;59;91;35;Krámpack;5563;20867;2000;-20832
386;69;Comedy;56;98;35;Buffalo Soldiers;21487;8995;2001;-8960
976;73;Comedy;75;95;35;Kitchen stories - chroniques de cuisine;7399;252;2003;-217
1769;68;Biography;59;104;35;Copying Beethoven;11734;3841;2006;-3806
1957;54;Comedy;57;94;35;Teeth;36782;10724;2007;-10689
2022;67;Drama;51;97;35;Festin d'amour;14880;19212;2007;-19177
2336;71;Comedy;63;112;35;Tokyo!;7989;23524;2008;-23489
3264;74;Comedy;72;105;35;Dans la maison;25193;24565;2012;-24530
3780;62;Comedy;67;111;35;Maps to the Stars;32076;28141;2014;-28106
4564;60;Documentary;68;98;35;Une suite qui dérange: le temps de l'action;4229;1985;2017;-1950
916;71;Drama;37;108;34;The United States of Leland;21037;7309;2003;-7275
975;56;Comedy;45;109;34;The Singing Detective;7464;1736;2003;-1702
1321;75;Crime;55;109;34;Hooligans;127182;22488;2005;-22454
1977;65;Drama;49;88;34;Le limier - Sleuth;27593;12283;2007;-12249
2460;73;Drama;69;161;34;Enter the Void;52971;4999;2009;-4965
2559;67;Biography;51;108;34;Création;12375;28620;2009;-28586
3068;73;Comedy;49;109;34;Starbuck;14500;2479;2011;-2445
3302;67;Comedy;43;84;34;Comme un chef;13947;4921;2012;-4887
3492;61;Comedy;71;90;34;Ivresse entre amis;50218;6219;2013;-6185
3587;72;Drama;69;96;34;La Vénus à la fourrure;14095;27206;2013;-27172
3608;70;Comedy;64;117;34;Casse-tête chinois;11309;10395;2013;-10361
4041;57;Drama;65;119;34;High-Rise;29015;5343;2015;-5309
4292;79;Drama;85;124;34;Le client;30623;10986;2016;-10952
4382;68;Drama;78;110;34;Indignation;8973;25853;2016;-25819
188;67;Drama;59;105;33;Le fantôme de Sarah Williams;6208;28109;2000;-28076
614;67;Horror;48;92;33;Ju-on: The grudge;34720;20495;2002;-20462
681;64;Comedy;61;86;33;Bienvenue à Collinwood;13023;8453;2002;-8420
964;74;Action;73;123;33;La mémoire du tueur;8661;10790;2003;-10757
1513;80;Documentary;77;110;33;The Devil and Daniel Johnston;7879;23712;2005;-23679
1598;77;Crime;86;101;33;This Is England;104792;29141;2006;-29108
1751;63;Comedy;54;102;33;Art School Confidential;15552;12006;2006;-11973
3217;65;Comedy;41;95;33;Les derniers affranchis;48170;2037;2012;-2004
3466;67;Drama;60;123;33;Nymphomaniac - Volume 2;69806;13262;2013;-13229
3572;55;Biography;35;113;33;Diana;16595;13950;2013;-13917
3704;73;Drama;57;106;33;I Origins;92768;2857;2014;-2824
492;66;Drama;58;121;32;The Safety of Objects;3872;18028;2001;-17996
904;64;Comedy;43;108;32;Anything else, la vie et tout le reste;26851;9414;2003;-9382
1463;70;Comedy;67;125;32;Les poupées russes;17604;10507;2005;-10475
1658;73;Comedy;62;88;32;Petits suicides entre amis;48967;1865;2006;-1833
1766;71;Drama;82;128;32;Indigènes;12771;28294;2006;-28262
1778;75;Documentary;64;95;32;The Road to Guantanamo;10740;11117;2006;-11085
2694;68;Comedy;50;96;32;Super;66332;4980;2010;-4948
3247;67;Comedy;55;97;32;Love and Other Lessons;31921;18949;2012;-18917
3260;64;Biography;68;90;32;Compliance;26905;10956;2012;-10924
3530;62;Drama;37;112;32;Perfect Mothers;26635;28103;2013;-28071
3619;68;Drama;82;100;32;L'inconnu du lac;10470;29580;2013;-29548
3711;67;Mystery;76;100;32;The Guest;74999;19570;2014;-19538
3830;64;Drama;63;102;32;Good Kill;19152;17826;2014;-17794
4129;74;Comedy;91;82;32;Taxi Téhéran;10134;2878;2015;-2846
419;76;Comedy;70;89;31;Elling;12937;26097;2001;-26066
448;39;Drama;20;84;31;Soul Survivors;7541;27758;2001;-27727
715;63;Comedy;46;113;31;Pumpkin;7828;20184;2002;-20153
973;68;Drama;39;92;31;Attraction fatale;7739;9823;2003;-9792
1501;66;Comedy;45;104;31;Pretty Persuasion;9086;2488;2005;-2457
2026;73;Crime;63;106;31;La cité des hommes;13901;11551;2007;-11520
2301;76;Documentary;80;105;31;Bigger Stronger Faster*;12397;21923;2008;-21892
2826;70;Animation;63;70;31;Une vie de chat;9160;16141;2010;-16110
3350;79;Documentary;80;147;31;West of Memphis;8481;4468;2012;-4437
341;67;Comedy;42;97;29;Wet Hot American Summer;46006;22590;2001;-22561
3301;79;Animation;86;80;29;Ernest et Célestine;14150;7518;2012;-7489
4343;76;Drama;88;146;29;Aquarius;13096;5522;2016;-5493
4369;78;Animation;85;66;29;Ma vie de Courgette;10221;11975;2016;-11946
223;61;Romance;35;93;28;Peines d'amour perdues;4019;3083;2000;-3055
764;77;Comedy;52;86;28;Valentín;3883;28843;2002;-28815
980;73;Drama;47;90;28;I Am David;6551;28482;2003;-28454
1017;61;Drama;33;79;28;The Battle of Shaker Heights;3934;16882;2003;-16854
1253;74;Action;63;161;28;Yuva;6885;17140;2004;-17112
1523;66;Drama;58;105;28;The King;6848;24671;2005;-24643
1681;55;Comedy;44;145;28;Southland Tales;33854;23166;2006;-23138
2248;75;Action;72;133;28;L'ennemi public n°1;25309;14503;2008;-14475
3345;75;Drama;82;104;28;Blancanieves;8632;16818;2012;-16790
3577;78;Drama;73;121;28;Tel père, tel fils;14911;14790;2013;-14762
3747;81;Documentary;88;114;28;Citizenfour;44450;19836;2014;-19808
3894;69;Drama;80;121;28;White God;12232;8669;2014;-8641
4396;70;Drama;88;102;28;L'avenir;7962;11914;2016;-11886
207;63;Comedy;42;95;27;Psycho Beach Party;4869;27967;2000;-27940
690;73;Biography;57;132;27;Amen;11930;23036;2002;-23009
717;68;Drama;78;97;27;Le voyage de Morvern Callar;7389;6434;2002;-6407
745;55;Comedy;28;91;27;Une chambre pour quatre;5152;21917;2002;-21890
2036;76;Documentary;82;106;27;Un taxi pour l'enfer;12468;15936;2007;-15909
2232;59;Drama;40;93;27;Les passagers;30083;23053;2008;-23026
2505;73;Comedy;76;99;27;Soul Kitchen;31578;5506;2009;-5479
2659;73;Adventure;66;133;27;Les chemins de la liberté;95467;21174;2010;-21147
3986;73;Comedy;64;124;27;Youth;56964;11695;2015;-11668
112;65;Crime;43;110;26;Suspicion;19460;24439;2000;-24413
477;73;War;56;112;26;Tmavomodrý svet;4941;7644;2001;-7618
743;66;Crime;49;112;26;The Reckoning;5230;11942;2002;-11916
1134;75;Drama;78;129;26;2046;44468;25395;2004;-25369
1202;81;Drama;85;98;26;Lakposhtha parvaz mikonand;14937;3951;2004;-3925
1995;67;Comedy;63;93;26;King of California;20602;6374;2007;-6348
2555;53;Action;28;91;26;Blood: The Last Vampire;13611;24433;2009;-24407
2767;67;Adventure;71;84;26;Père Noël Origines;22088;15400;2010;-15374
2796;75;Comedy;70;87;26;Boy;12646;860;2010;-834
3023;85;Documentary;65;102;26;Samsara;26608;13981;2011;-13955
3280;62;Documentary;80;102;26;Room 237;18390;4194;2012;-4168
3329;64;Drama;60;128;26;De grandes espérances;10575;24063;2012;-24037
3489;71;Crime;77;90;26;Blue Ruin;52438;14788;2013;-14762
3583;58;Comedy;60;98;26;Life of Crime;14335;7584;2013;-7558
4283;79;Drama;78;100;26;Moi, Daniel Blake;33743;26258;2016;-26232
4389;64;Drama;62;106;26;Wakefield;8417;26536;2016;-26510
498;64;Comedy;36;92;25;Who Is Cletis Tout?;3617;5970;2001;-5945
927;85;Drama;89;366;25;Nos meilleures années;17807;9133;2003;-9108
1504;53;Drama;55;117;25;Dominion: Prequel to the Exorcist;8761;13077;2005;-13052
2493;59;Comedy;43;97;25;Toy boy;34425;5401;2009;-5376
2702;70;Drama;61;103;25;Troll Hunter;59501;21540;2010;-21515
3071;77;Documentary;58;95;25;Life in a Day;13944;29674;2011;-29649
3607;60;Action;75;112;25;Night Moves;11469;12143;2013;-12118
4128;72;Crime;76;115;25;Dheepan;10295;10277;2015;-10252
182;74;Drama;82;89;24;George Washington;6766;4289;2000;-4265
197;72;Crime;68;125;24;Vies brûlées;5479;1900;2000;-1876
234;75;Comedy;63;102;24;Happy Times;3588;23914;2000;-23890
466;65;Comedy;49;108;24;Rencontres à Manhattan;5876;4998;2001;-4974
669;62;Adventure;54;103;24;Gerry;16043;9564;2002;-9540
725;79;Drama;69;99;24;Le coucou;6573;29868;2002;-29844
915;77;Comedy;72;105;24;Kontroll;21390;8755;2003;-8731
1138;81;Crime;72;88;24;Locataires;42125;16097;2004;-16073
1265;76;Documentary;58;75;24;Outfoxed: La guerre de Rupert Murdoch contre le journalisme;5934;18034;2004;-18010
1787;68;Comedy;56;98;24;Leçons de conduite;9995;21942;2006;-21918
2040;63;Drama;43;124;24;L'homme sans âge;11959;8067;2007;-8043
2236;67;Comedy;44;87;24;La théorie du chaos;29293;14340;2008;-14316
2297;73;Biography;81;110;24;Il divo;13077;13555;2008;-13531
2673;64;Drama;63;94;24;Monsters;80997;26679;2010;-26655
2704;62;Thriller;43;93;24;Frozen;57988;14800;2010;-14776
3324;71;Documentary;80;100;24;The Queen of Versailles;11422;1793;2012;-1769
4429;73;Drama;67;117;24;T2 Trainspotting;71477;12740;2017;-12716
90;72;Biography;65;94;23;Chopper;33120;11271;2000;-11248
718;69;Comedy;69;111;23;Wilbur;7132;3015;2002;-2992
759;58;Thriller;64;129;23;Demonlover;4033;15453;2002;-15430
1240;72;Comedy;53;111;23;Imaginary Heroes;8935;22690;2004;-22667
1788;64;Comedy;63;85;23;The Foot Fist Way;9908;16782;2006;-16759
2480;74;Action;65;84;23;Black Dynamite;38948;24275;2009;-24252
2587;67;Comedy;70;88;23;Big Fan;8335;11531;2009;-11508
2835;69;Biography;58;135;23;Gainsbourg (Vie héroïque);8540;13355;2010;-13332
3995;67;Drama;74;100;23;The Invitation;49990;22353;2015;-22330
4026;69;Western;72;84;23;Slow West;33752;20673;2015;-20650
4323;69;Animation;35;110;23;Kingsglaive: Final Fantasy XV;16128;10307;2016;-10284
449;74;Drama;69;106;22;Tableau de famille;7473;6377;2001;-6355
719;79;Documentary;83;150;22;Ônibus 174;7131;4633;2002;-4611
1024;65;Comedy;53;125;22;Souviens-toi de moi;3703;26448;2003;-26426
1228;65;Drama;53;93;22;La séductrice;10277;17864;2004;-17842
1620;70;Action;85;120;22;The Host;77705;16456;2006;-16434
1760;65;Biography;50;122;22;Fur: Un portrait imaginaire de Diane Arbus;13939;14721;2006;-14699
2006;68;Comedy;55;88;22;À chacun sa chacune;18557;6138;2007;-6116
2030;67;Action;54;99;22;Bataille à Seattle;13345;14198;2007;-14176
2207;67;Crime;72;111;22;Transsiberian;45291;9201;2008;-9179
2496;69;Comedy;69;99;22;World's Greatest Dad;33896;6996;2009;-6974
2635;76;Comedy;65;89;22;Tucker & Dale fightent le mal;142700;15972;2010;-15950
2756;68;Comedy;45;100;22;Happythankyoumoreplease;27500;18486;2010;-18464
3073;73;Documentary;74;107;22;Into the Abyss;13940;14078;2011;-14056
3430;78;Drama;88;180;22;La vie d'Adèle;109531;15209;2013;-15187
3502;61;Comedy;50;107;22;Zero Theorem;38933;22324;2013;-22302
3892;70;Comedy;81;101;22;Un pigeon perché sur une branche philosophait sur l'existence;12518;12359;2014;-12337
724;70;Comedy;58;90;21;Love Liza;6611;12085;2002;-12064
935;76;Drama;71;145;21;Carandiru;15274;5514;2003;-5493
986;65;Crime;45;100;21;Levity;5920;3984;2003;-3963
1376;76;Crime;75;115;21;Lady Vengeance;59505;8251;2005;-8230
1740;67;Comedy;69;92;21;Starter for 10;19284;16170;2006;-16149
2020;74;Crime;42;120;21;Trade - Les trafiquants de l'ombre;15568;11962;2007;-11941
2300;65;Comedy;46;86;21;Cheung gong 7 hou;12407;8203;2008;-8182
2677;76;Action;67;108;21;Ip Man 2, le retour du grand maître;79935;12664;2010;-12643
2751;61;Crime;53;109;21;The Killer Inside Me;30266;3773;2010;-3752
2771;71;Comedy;50;154;21;Les petits mouchoirs;20391;23614;2010;-23593
600;72;Comedy;57;92;20;Bubba Ho-Tep;40986;27808;2002;-27788
258;81;Drama;88;113;19;Donnie Darko;644625;11743;2001;-11724
347;75;Drama;79;131;19;La Pianiste;44278;12827;2001;-12808
493;73;Drama;79;116;19;Et là-bas, quelle heure est-il?;3865;20971;2001;-20952
1268;60;Drama;51;104;19;Eros;5436;5648;2004;-5629
1396;74;Crime;73;104;19;The Proposition;45254;21282;2005;-21263
1743;65;Crime;60;108;19;Coeurs perdus;18571;15033;2006;-15014
2290;51;Action;25;84;19;Hell Ride;14604;6118;2008;-6099
2542;67;Comedy;40;104;19;Le psy d'Hollywood;17145;29318;2009;-29299
2786;67;Action;75;124;19;Easy Money;14690;3430;2010;-3411
4018;56;Drama;52;95;19;Maggie;35802;23526;2015;-23507
4131;70;Biography;73;108;19;El Clan;9412;28571;2015;-28552
606;79;Crime;82;109;18;Lilya 4-ever;37861;18323;2002;-18305
1161;75;Drama;68;127;18;The Edukators;28403;29065;2004;-29047
1272;62;Comedy;55;97;18;P.S.;5366;25945;2004;-25927
1786;73;Documentary;58;94;18;The Bridge;10015;10599;2006;-10581
2302;70;Comedy;53;115;18;The Lucky Ones;12384;23979;2008;-23961
2440;44;Horror;33;92;18;The Human Centipede (First Sequence);62873;11041;2009;-11023
2741;54;Drama;58;105;18;Stone;36642;14509;2010;-14491
2810;57;Action;22;93;18;Twelve;11190;5126;2010;-5108
2815;66;Comedy;87;114;18;Oncle Boonmee (celui qui se souvient de ses vies antérieures);10501;4415;2010;-4397
3007;68;Adventure;63;102;18;The Hunter;33030;16915;2011;-16897
3022;67;Comedy;53;100;18;Oh My God!;27500;28594;2011;-28576
3241;78;Drama;70;111;18;Alabama Monroe;33529;28773;2012;-28755
3336;69;Comedy;58;111;18;Populaire;9880;18544;2012;-18526
3816;54;Drama;36;109;18;Serena;21151;4760;2014;-4742
4066;67;Action;68;105;18;The Wave;21328;25235;2015;-25217
4299;65;Action;63;91;18;Free Fire;25890;14794;2016;-14776
4349;53;Drama;61;118;18;The Bad Batch;12433;24550;2016;-24532
4493;61;Drama;57;88;18;The Wall;13774;26933;2017;-26915
461;66;Comedy;55;86;17;Series 7: The Contenders;5992;28652;2001;-28635
556;81;Crime;75;101;17;Infernal Affairs;101787;16267;2002;-16250
768;62;Comedy;56;104;17;Once Upon a Time in the Midlands;3741;26916;2002;-26899
1505;52;Horror;34;98;17;Tamara;8727;12164;2005;-12147
1987;63;Comedy;36;84;17;My Name Is Bruce;22191;5775;2007;-5758
2079;73;Comedy;64;90;17;In Search of a Midnight Kiss;7531;24845;2007;-24828
2434;67;Crime;69;122;17;Bad Lieutenant - Escale à la Nouvelle-Orléans;67931;1873;2009;-1856
2525;68;Crime;65;100;17;La disparition d'Alice Creed;22315;15299;2009;-15282
3087;73;Crime;74;127;17;Polisse;11698;13148;2011;-13131
3447;68;Drama;58;99;17;Stoker;91920;14603;2013;-14586
3606;57;Comedy;50;88;17;A.C.O.D.;11546;5945;2013;-5928
489;73;Drama;61;113;16;Beijing Bicycle;3974;28337;2001;-28321
1006;68;Comedy;56;100;16;Danny Deckchair;4477;17102;2003;-17086
1177;72;Drama;48;119;16;Love Song;23147;16800;2004;-16784
1271;59;Comedy;28;90;16;Eating Out;5383;12513;2004;-12497
1712;57;Comedy;57;85;16;Butcher: la légende de Victor Crowley;24930;27397;2006;-27381
1785;70;Comedy;70;103;16;Outsourced;10323;13324;2006;-13308
2175;63;Action;40;115;16;Outlander, le dernier Viking;66608;22581;2008;-22565
2328;80;Drama;89;115;16;Still walking;8794;7779;2008;-7763
2812;61;Action;62;123;16;Kites;10641;12641;2010;-12625
3064;68;Drama;47;91;16;Restless;15989;22398;2011;-22382
3331;76;Documentary;91;108;16;Stories We Tell;10443;25138;2012;-25122
3476;65;Drama;46;120;16;Horns;64295;6040;2013;-6024
4099;66;Biography;81;98;16;Experimenter;13708;10668;2015;-10652
4135;66;Drama;70;109;16;Back Home;9131;25468;2015;-25452
4470;69;Drama;84;92;16;A Ghost Story;21546;23789;2017;-23773
190;59;Comedy;64;97;15;About Adam;5956;7533;2000;-7518
220;76;Documentary;83;82;15;Les glaneurs et la glaneuse;4204;17645;2000;-17630
628;67;Drama;58;93;15;May;28788;22752;2002;-22737
697;77;Comedy;64;113;15;Les lundis au soleil;10935;16842;2002;-16827
1020;76;Drama;81;97;15;Sang et or;3814;21113;2003;-21098
1514;59;Comedy;28;87;15;Dirty Deeds;7778;7589;2005;-7574
1520;66;Comedy;54;91;15;Lonesome Jim;7178;20576;2005;-20561
1521;66;Crime;63;73;15;Bubble;7049;21380;2005;-21365
1698;70;Comedy;72;106;15;Hors de prix;27644;6298;2006;-6283
1775;79;Documentary;59;118;15;Cocaine Cowboys;11308;18856;2006;-18841
1780;68;Drama;73;113;15;Red Road;10722;28643;2006;-28628
2188;76;Biography;82;96;15;Hunger;56923;7539;2008;-7524
2286;73;Drama;74;130;15;Les soldats de l'ombre;15484;28480;2008;-28465
2770;70;Drama;50;110;15;Welcome to the Rileys;21284;22486;2010;-22471
2806;77;Biography;94;334;15;Carlos;11266;12655;2010;-12640
3044;74;Crime;68;129;15;Bullhead;19358;11680;2011;-11665
3046;62;Comedy;44;95;15;A Good Old Fashioned Orgy;19010;11736;2011;-11721
3313;74;Comedy;63;86;15;Oh Boy;12286;25942;2012;-25927
3532;70;Comedy;66;90;15;Alan Partridge: Alpha Papa;26208;11880;2013;-11865
3895;67;Comedy;53;118;15;Samba;12058;27435;2014;-27420
4318;58;Horror;62;90;15;The Void;17833;1341;2016;-1326
4562;69;Action;72;140;15;Mugen no jûnin;4328;8018;2017;-8003
87;70;Drama;55;101;14;Tigerland;34864;17062;2000;-17048
310;78;Drama;60;120;14;L'expérience;83554;6565;2001;-6551
482;70;Comedy;45;90;14;The Lost Skeleton of Cadavra;4278;29534;2001;-29520
714;56;Biography;63;101;14;Dahmer;8033;24271;2002;-24257
1220;74;Drama;65;117;14;Napola - Elite für den Führer;12154;1764;2004;-1750
1263;59;Crime;37;115;14;Haven - L'enfer au paradis;6082;27398;2004;-27384
1682;65;Comedy;62;96;14;Severance;33434;12328;2006;-12314
1701;65;Crime;44;85;14;Blackout;27175;24641;2006;-24627
2010;78;Drama;66;97;14;Shelter;17711;21057;2007;-21043
2256;67;Horror;32;98;14;Repo! The Genetic Opera;21467;7298;2008;-7284
3011;78;Crime;82;157;14;Il était une fois en Anatolie;30201;3574;2011;-3560
3018;67;Comedy;61;118;14;This Must Be the Place;28446;3214;2011;-3200
3243;64;Comedy;53;99;14;John Dies at the End;32598;24329;2012;-24315
3534;83;Drama;73;87;14;Mandarines;25362;4332;2013;-4318
3581;65;Animation;63;122;14;Le congrès;14558;10470;2013;-10456
3807;72;Drama;65;111;14;Le monde de Nathan;23057;6447;2014;-6433
233;69;Comedy;59;90;13;Le battement d'ailes du papillon;3648;22184;2000;-22171
456;78;Drama;79;94;13;Le secret de Baran;6770;21964;2001;-21951
751;67;Documentary;59;89;13;Naqoyqatsi;4585;8876;2002;-8863
912;79;Animation;73;93;13;Tokyo Goddofazazu;22807;13235;2003;-13222
963;63;Biography;56;110;13;Sylvia;9385;21783;2003;-21770
1198;70;Animation;40;101;13;Appleseed;16450;12297;2004;-12284
1247;67;Drama;62;90;13;5x2;7962;29741;2004;-29728
1269;78;Documentary;76;107;13;Dig!;5430;23190;2004;-23177
1494;63;Drama;61;82;13;Edmond;10308;16358;2005;-16345
1542;55;Comedy;44;99;13;The Wendell Baker Story;5299;21751;2005;-21738
1983;71;Action;70;126;13;Les seigneurs de la guerre;24027;8957;2007;-8944
2037;77;Crime;72;159;13;12;12460;13896;2007;-13883
2241;73;Action;69;139;13;Le bon, la brute et le cinglé;28710;5756;2008;-5743
2671;78;Action;67;142;13;J'ai rencontré le diable;83220;20923;2010;-20910
3069;74;Drama;74;82;13;Tomboy;14414;3037;2011;-3024
3480;65;Drama;68;90;13;Europa Report;58868;1408;2013;-1395
4057;63;Crime;66;88;13;Cop Car;24618;19601;2015;-19588
4100;63;Comedy;77;108;13;Under Pressure;13569;13747;2015;-13734
4130;70;Documentary;75;90;13;The Wolfpack;9782;7415;2015;-7402
202;74;Animation;74;132;12;Otesánek;5160;1201;2000;-1189
522;75;Action;33;107;12;Equilibrium;280315;26534;2002;-26522
701;55;Crime;53;100;12;Influences;10278;3516;2002;-3504
708;76;Drama;72;128;12;All or Nothing;8690;28571;2002;-28559
709;76;Drama;77;113;12;Open Hearts;8518;15595;2002;-15583
1116;72;Action;70;84;12;Banlieue 13;59543;26902;2004;-26890
1193;74;Biography;56;90;12;It's All Gone Pete Tong;17692;20580;2004;-20568
1472;74;Crime;61;93;12;13 Tzameti;15537;28276;2005;-28264
1515;71;Drama;67;81;12;Le temps qui reste;7696;4944;2005;-4932
1798;73;Drama;72;101;12;Les climats;8948;22373;2006;-22361
1994;68;Crime;57;108;12;Le casse du siècle;20651;12844;2007;-12832
1999;67;Crime;46;102;12;Reservation Road;19848;17096;2007;-17084
2029;71;Drama;81;122;12;Katyn;13438;21418;2007;-21406
2580;77;Drama;85;133;12;City of Life and Death;8998;29332;2009;-29320
2691;64;Action;62;97;12;Centurion;69908;2251;2010;-2239
2740;69;Crime;60;106;12;Trust;37097;23521;2010;-23509
2749;69;Action;41;98;12;Petits meurtres à l'anglaise;32115;24294;2010;-24282
2809;57;Comedy;64;86;12;Kaboom;11194;22170;2010;-22158
2930;76;Crime;72;96;12;Headhunters;86502;25200;2011;-25188
2961;72;Comedy;56;105;12;God Bless America;63631;25262;2011;-25250
3012;39;Horror;17;91;12;The Human Centipede II (Full Sequence);29674;11924;2011;-11912
3288;54;Drama;42;102;12;Bel Ami;16356;9753;2012;-9741
3558;63;Horror;56;85;12;Afflicted;18525;5395;2013;-5383
3875;71;Comedy;52;95;12;La Femme du Diplomate;13718;14851;2014;-14839
4063;60;Drama;68;98;12;Les Survivants;22373;9339;2015;-9327
4560;72;Drama;74;116;12;Thelma;4484;1630;2017;-1618
216;73;Crime;79;99;11;Dinner Rush;4508;12353;2000;-12342
484;59;Drama;44;88;11;Le centre du monde;4205;1906;2001;-1895
738;75;Drama;86;94;11;Ten;5804;4059;2002;-4048
1960;77;Drama;75;102;11;Boy A;34628;19360;2007;-19349
2057;59;Drama;39;107;11;Soie;10009;4146;2007;-4135
2243;60;Crime;55;95;11;Pathology;28285;9968;2008;-9957
2454;73;Drama;73;94;11;Canine;55634;11243;2009;-11232
2501;59;Drama;36;104;11;After.Life;32884;23321;2009;-23310
2502;81;Drama;87;119;11;À propos d'Elly;32656;4018;2009;-4007
2575;62;Adventure;28;89;11;Gentlemen Broncos;9764;11409;2009;-11398
2967;62;Action;50;88;11;Red State;56781;1845;2011;-1834
3337;76;Drama;79;150;11;Au-delà des collines;9767;22046;2012;-22035
3840;65;Crime;56;120;11;Paradise Lost;17250;18809;2014;-18798
4104;61;Comedy;65;79;11;The Overnight;13166;12160;2015;-12149
4554;73;Comedy;84;100;11;L'autre côté de l'espoir;5058;19878;2017;-19867
357;79;Animation;61;115;10;Cowboy Bebop, le film;35572;7661;2001;-7651
766;66;Action;41;150;10;Kaante;3852;19973;2002;-19963
1703;69;Biography;52;113;10;Les fantômes de Goya;26563;29034;2006;-29024
1724;63;Comedy;64;116;10;Fast Food Nation;21847;24668;2006;-24658
3033;75;Animation;71;91;10;La colline aux coquelicots;22826;26899;2011;-26889
200;69;Comedy;73;82;9;Gouttes d'eau sur pierres brûlantes;5215;6091;2000;-6082
227;69;Action;60;113;9;Time and Tide;3860;7561;2000;-7552
365;65;Comedy;45;99;9;Carton rouge;31507;26750;2001;-26741
765;69;Documentary;63;108;9;Biggie & Tupac;3867;17042;2002;-17033
939;69;Comedy;64;105;9;Intermission;14153;20025;2003;-20016
978;75;Documentary;79;90;9;Five Obstructions;7000;4476;2003;-4467
1255;68;Drama;73;106;9;Le saut périlleux;6659;13455;2004;-13446
1538;66;Drama;54;107;9;Fierce People;5800;27959;2005;-27950
1713;75;Documentary;62;84;9;Jesus Camp;24253;4053;2006;-4044
2059;53;Comedy;32;93;9;The Brothers Solomon;9908;20334;2007;-20325
2337;73;Drama;68;97;9;The Black Balloon;7903;14485;2008;-14476
2567;69;Action;58;101;9;OSS 117: Rio ne répond plus;10647;8616;2009;-8607
2582;65;Comedy;69;101;9;Âmes en stock;8915;17601;2009;-17592
2698;63;Horror;27;108;9;I Spit on Your Grave;62627;7339;2010;-7330
